MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT,total,male_percent,female_percent,difference,bias
Aadmi (1993 film)_1993,1993,3,2,5,5,5,60.0,40.0,20.0,bias
Aurangzeb (film)_2013,2013,0,0,0,0,0,,,,bias
Hamari Bahu Alka_1982,1982,2,5,3,10,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Nirdosh_1973,1973,2,1,3,6,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Rishta Kagaz Ka_1983,1983,1,2,2,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Hum Tum Pe Marte Hain_1999,1999,2,3,10,4,5,40.0,60.0,-20.0,bias
Hanste Khelte (1984 film)_1984,1984,2,2,5,2,4,50.0,50.0,0.0,non bias
Elaan (1994 film)_1994,1994,1,3,5,5,4,25.0,75.0,-50.0,bias
Lal dupatta malmal ka (film)_1989,1989,3,1,6,8,4,75.0,25.0,50.0,bias
Deewaar (1975 film)_1975,1975,2,2,2,2,4,50.0,50.0,0.0,non bias
Yugpurush_1998,1998,2,2,5,2,4,50.0,50.0,0.0,non bias
Hum Tere Ashiq Hain_1979,1979,2,1,4,5,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Daava_1997,1997,2,3,6,4,5,40.0,60.0,-20.0,bias
Ek Ladki Badnaam Si_1987,1987,1,1,1,4,2,50.0,50.0,0.0,non bias
Alaap_1977,1977,3,1,8,2,4,75.0,25.0,50.0,bias
Aadmi Khilona Hai_1993,1993,3,2,3,6,5,60.0,40.0,20.0,bias
Gupt: The Hidden Truth_1997,1997,2,3,5,8,5,40.0,60.0,-20.0,bias
Paapi_1977,1977,2,1,3,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Lootera_2013,2013,3,2,7,2,5,60.0,40.0,20.0,bias
Abdullah (1980 film)_1980,1980,4,2,4,3,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Hera Pheri (1976 film)_1976,1976,2,2,5,5,4,50.0,50.0,0.0,non bias
Mujhse Fraaandship Karoge_2011,2011,4,2,7,4,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Virasat (1997 film)_1997,1997,4,4,5,6,8,50.0,50.0,0.0,non bias
Baar Baar Dekho_2016,2016,6,3,7,4,9,66.66666666666666,33.33333333333333,33.33333333333333,bias
Phas Gaye Re Obama_2010,2010,1,2,2,2,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Khud-daar (1982 film)_1982,1982,1,2,6,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Angaara_1996,1996,3,3,8,6,6,50.0,50.0,0.0,non bias
Trimurti (film)_1995,1995,2,2,4,4,4,50.0,50.0,0.0,non bias
Dum Laga Ke Haisha_2015,2015,4,3,6,3,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Prince - It's Showtime_2010,2010,2,2,12,6,4,50.0,50.0,0.0,non bias
Khuda Gawah_1992,1992,2,3,2,8,5,40.0,60.0,-20.0,bias
Aaj Ka Daur_1985,1985,2,2,4,4,4,50.0,50.0,0.0,non bias
Bade Ghar Ki Beti_1989,1989,2,3,3,6,5,40.0,60.0,-20.0,bias
Zordaar_1996,1996,1,2,5,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Dharam Veer (film)_1977,1977,4,2,7,3,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Mard (1985 film)_1985,1985,2,2,2,3,4,50.0,50.0,0.0,non bias
Kali Raat_1977,1977,1,3,1,6,4,25.0,75.0,-50.0,bias
Badle Ki Aag_1982,1982,3,6,6,8,9,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Band Baaja Baaraat_2010,2010,5,4,6,6,9,55.55555555555556,44.44444444444444,11.111111111111114,bias
Jurm Aur Sazaa_1974,1974,2,3,5,8,5,40.0,60.0,-20.0,bias
Vaade Iraade_1994,1994,3,3,4,3,6,50.0,50.0,0.0,non bias
Bikhare Moti_1971,1971,2,2,3,2,4,50.0,50.0,0.0,non bias
Karm_1977,1977,4,2,7,4,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Man Pasand_1980,1980,2,1,3,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Bhagyawan_1993,1993,3,4,3,5,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Aadmi Aur Apsara_1991,1991,1,4,3,6,5,20.0,80.0,-60.0,bias
Andaz Apna Apna_1994,1994,2,3,4,3,5,40.0,60.0,-20.0,bias
Maha Shaktimaan_1985,1985,1,2,1,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Wajah Tum Ho_2016,2016,4,1,7,2,5,80.0,20.0,60.0,bias
Professor Pyarelal_1981,1981,2,1,3,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Haisiyat_1984,1984,3,5,6,6,8,37.5,62.5,-25.0,bias
Aulad Ki Khatir_1990,1990,1,1,1,1,2,50.0,50.0,0.0,non bias
Policewala Gunda_1995,1995,2,3,4,4,5,40.0,60.0,-20.0,bias
Koyla_1997,1997,3,3,5,5,6,50.0,50.0,0.0,non bias
Ravan Raaj: A True Story_1995,1995,4,4,5,4,8,50.0,50.0,0.0,non bias
Bhavna_1984,1984,2,5,3,10,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Jal Bin Machhli Nritya Bin Bijli_1971,1971,1,1,2,5,2,50.0,50.0,0.0,non bias
Ghar Ki Izzat_1994,1994,2,2,3,9,4,50.0,50.0,0.0,non bias
Do Premee_1980,1980,3,3,6,4,6,50.0,50.0,0.0,non bias
Nai Duniya Naye Log_1973,1973,2,2,4,4,4,50.0,50.0,0.0,non bias
Anand Aur Anand_1984,1984,2,2,7,2,4,50.0,50.0,0.0,non bias
Chal Mere Bhai_2000,2000,8,4,12,8,12,66.66666666666666,33.33333333333333,33.33333333333333,bias
Chehre Pe Chehra_1981,1981,2,1,3,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Natak_1975,1975,1,2,2,8,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Ek Tera Saath_2016,2016,5,2,6,5,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Namkeen (1982 film)_1982,1982,1,3,2,8,4,25.0,75.0,-50.0,bias
Ameer Aadmi Gharib Aadmi_1985,1985,2,4,3,9,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Oh My God (2012 film)_2012,2012,9,1,11,2,10,90.0,10.0,80.0,bias
London Dreams_2009,2009,6,0,9,0,6,100.0,0.0,100.0,bias
Bhrashtachar_1989,1989,2,3,2,4,5,40.0,60.0,-20.0,bias
Khoobsurat (2014 film)_2014,2014,2,6,2,7,8,25.0,75.0,-50.0,bias
Woh Saat Din_1983,1983,2,4,3,9,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Bepanaah_1985,1985,4,1,5,3,5,80.0,20.0,60.0,bias
Pyar Ki Jeet (1987 film)_1987,1987,1,1,1,10,2,50.0,50.0,0.0,non bias
Gangs of Wasseypur  Part 2_2012,2012,3,3,3,5,6,50.0,50.0,0.0,non bias
Reshma Aur Shera_1971,1971,1,2,4,8,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
G Kutta Se_2017,2017,0,0,0,0,0,,,,bias
Dahleez_1986,1986,1,1,5,3,2,50.0,50.0,0.0,non bias
Tere Pyar Mein_1978,1978,1,2,2,8,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Taaqat (1995 film)_1995,1995,2,3,7,6,5,40.0,60.0,-20.0,bias
Ungli_2014,2014,2,2,3,2,4,50.0,50.0,0.0,non bias
Shiva Ka Insaaf_1985,1985,1,1,2,6,2,50.0,50.0,0.0,non bias
Rang (1993 film)_1993,1993,2,1,6,7,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Baghavat_1982,1982,2,2,3,5,4,50.0,50.0,0.0,non bias
Joshilaay_1989,1989,3,2,3,5,5,60.0,40.0,20.0,bias
Bhai-Bhai_1970,1970,1,2,3,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Chennai Express_2013,2013,7,8,8,8,15,46.666666666666664,53.333333333333336,-6.666666666666671,non bias
Shalimar (1978 film)_1978,1978,2,3,3,3,5,40.0,60.0,-20.0,bias
Josh (2000 film)_2000,2000,6,1,8,2,7,85.71428571428571,14.285714285714285,71.42857142857142,bias
Manoranjan (1974 film)_1974,1974,2,3,3,5,5,40.0,60.0,-20.0,bias
Aadharshila_1982,1982,3,2,3,4,5,60.0,40.0,20.0,bias
Chetna_1970,1970,0,1,0,3,1,0.0,100.0,-100.0,bias
Game (2011 film)_2011,2011,5,4,5,6,9,55.55555555555556,44.44444444444444,11.111111111111114,bias
Ghaath_2000,2000,10,5,11,8,15,66.66666666666666,33.33333333333333,33.33333333333333,bias
Inspector Dhanush_1991,1991,2,2,5,10,4,50.0,50.0,0.0,non bias
Paying Guests_2009,2009,2,2,2,3,4,50.0,50.0,0.0,non bias
Bewafai_1985,1985,1,2,4,16,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Dushmun (1971 film)_1971,1971,1,1,2,3,2,50.0,50.0,0.0,non bias
Patita (1980 film)_1980,1980,1,1,2,3,2,50.0,50.0,0.0,non bias
Dekha Pyar Tumhara_1985,1985,3,2,5,4,5,60.0,40.0,20.0,bias
Ishq Forever_2016,2016,6,3,9,7,9,66.66666666666666,33.33333333333333,33.33333333333333,bias
Bundal Baaz_1976,1976,3,2,5,3,5,60.0,40.0,20.0,bias
Do Dishayen_1982,1982,0,2,0,2,2,0.0,100.0,-100.0,bias
Coffee Bloom_2015,2015,2,1,2,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
MSG: The Warrior Lion Heart_2016,2016,1,0,2,0,1,100.0,0.0,100.0,bias
Sukhmani  Hope for Life_2010,2010,3,2,11,4,5,60.0,40.0,20.0,bias
Hasina Aur Nagina_1996,1996,1,2,1,6,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Aag Ke Sholay_1988,1988,0,3,0,11,3,0.0,100.0,-100.0,bias
Dil Ka Sathi Dil_1982,1982,2,1,5,2,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Mama Bhanja_1977,1977,2,3,2,5,5,40.0,60.0,-20.0,bias
Raaz  The Mystery Continues_2009,2009,5,1,11,1,6,83.33333333333334,16.666666666666664,66.66666666666669,bias
Daddy Cool (2009 Hindi film)_2009,2009,0,1,0,2,1,0.0,100.0,-100.0,bias
Mela (1971 film)_1971,1971,2,2,5,5,4,50.0,50.0,0.0,non bias
Lorie (film)_1984,1984,0,4,0,9,4,0.0,100.0,-100.0,bias
Sardari Begum_1996,1996,0,2,0,8,2,0.0,100.0,-100.0,bias
Maa (1976 film)_1976,1976,2,2,5,5,4,50.0,50.0,0.0,non bias
Zakhmi Dil (1994 film)_1994,1994,2,3,4,6,5,40.0,60.0,-20.0,bias
M.S. Dhoni: The Untold Story_2016,2016,4,2,5,2,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Anubhav (1986 film)_1986,1986,2,2,2,2,4,50.0,50.0,0.0,non bias
Geetanjali (1993 film)_1993,1993,2,3,4,6,5,40.0,60.0,-20.0,bias
Hiraasat_1987,1987,1,2,3,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Paanch Ghantey Mien Paanch Crore_2012,2012,1,1,1,1,2,50.0,50.0,0.0,non bias
Dharam Sankat_1991,1991,1,3,1,5,4,25.0,75.0,-50.0,bias
Khatta Meetha (1978 film)_1978,1978,2,3,6,5,5,40.0,60.0,-20.0,bias
Aankh Micholi_1972,1972,1,2,2,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
I Hate Luv Storys_2010,2010,5,4,7,5,9,55.55555555555556,44.44444444444444,11.111111111111114,bias
Jeena Marna Tere Sang_1992,1992,2,1,2,9,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Jai Vikraanta_1995,1995,2,4,2,6,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Man Ki Aankhen_1970,1970,2,3,4,8,5,40.0,60.0,-20.0,bias
Maximum (film)_2012,2012,3,2,3,2,5,60.0,40.0,20.0,bias
Heropanti_2014,2014,1,0,3,0,1,100.0,0.0,100.0,bias
Haathi Mere Saathi_1971,1971,2,1,6,3,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Zamana (1985 film)_1985,1985,2,1,8,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Hoshiyar_1985,1985,3,1,5,5,4,75.0,25.0,50.0,bias
Badmaash Company_2010,2010,6,1,7,1,7,85.71428571428571,14.285714285714285,71.42857142857142,bias
Adharm (1992 film)_1992,1992,2,3,2,5,5,40.0,60.0,-20.0,bias
Shaan (film)_1980,1980,3,4,6,8,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Qatil_1988,1988,0,3,0,4,3,0.0,100.0,-100.0,bias
Yaariyan (2014 film)_2014,2014,10,2,25,4,12,83.33333333333334,16.666666666666664,66.66666666666669,bias
Humjoli_1970,1970,3,3,7,5,6,50.0,50.0,0.0,non bias
Khushboo (1975 film)_1975,1975,1,2,1,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Aar Paar (1985 film)_1985,1985,4,2,8,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Jaan Ki Kasam_1991,1991,2,1,4,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Aagman_1982,1982,1,1,1,5,2,50.0,50.0,0.0,non bias
Patthar Ke Phool_1991,1991,1,2,6,7,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Truck Driver (1970 film)_1970,1970,1,4,3,8,5,20.0,80.0,-60.0,bias
Doosri Sita_1974,1974,1,2,1,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Shahenshah (film)_1988,1988,1,2,2,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Thanedaar_1990,1990,2,5,2,9,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Haathkadi_1982,1982,4,3,9,8,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Bhola Bhala_1978,1978,1,2,3,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Mirza Juuliet_2017,2017,1,1,2,2,2,50.0,50.0,0.0,non bias
Janata Havaldar_1979,1979,0,3,0,3,3,0.0,100.0,-100.0,bias
Agnichakra_1997,1997,3,5,5,7,8,37.5,62.5,-25.0,bias
Hello Brother (1999 film)_1999,1999,5,2,10,9,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Teri Kasam_1982,1982,0,2,0,7,2,0.0,100.0,-100.0,bias
Angaar_1980,1980,2,2,3,3,4,50.0,50.0,0.0,non bias
Kali Basti_1985,1985,3,2,4,2,5,60.0,40.0,20.0,bias
Tum Mere Ho_1990,1990,1,3,4,3,4,25.0,75.0,-50.0,bias
Phir Bhi_1971,1971,3,0,6,0,3,100.0,0.0,100.0,bias
Gopichand Jasoos_1982,1982,0,3,0,7,3,0.0,100.0,-100.0,bias
Luv U Alia_2016,2016,3,2,3,2,5,60.0,40.0,20.0,bias
Gangaa Jamunaa Saraswathi_1988,1988,3,2,4,5,5,60.0,40.0,20.0,bias
City Lights (2014 film)_2014,2014,4,1,6,1,5,80.0,20.0,60.0,bias
Tezz_2012,2012,3,2,6,5,5,60.0,40.0,20.0,bias
English Vinglish_2012,2012,2,4,4,5,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Awaaz_1984,1984,2,1,12,8,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Jis Desh Mein Ganga Rehta Hain_2000,2000,4,4,6,4,8,50.0,50.0,0.0,non bias
Border (1997 film)_1997,1997,4,2,5,2,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Khal-Naaikaa_1993,1993,0,3,0,7,3,0.0,100.0,-100.0,bias
Maalamaal_1988,1988,3,1,11,2,4,75.0,25.0,50.0,bias
Nadiya Ke Paar (1982 film)_1982,1982,1,2,1,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Housefull 3_2016,2016,6,4,7,4,10,60.0,40.0,20.0,bias
7 Khoon Maaf_2011,2011,5,2,5,5,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Chal Chalein_2009,2009,4,4,11,5,8,50.0,50.0,0.0,non bias
Bhago Bhut Aaya_1985,1985,0,3,0,5,3,0.0,100.0,-100.0,bias
Anokha_1975,1975,4,1,8,2,5,80.0,20.0,60.0,bias
Hifazat (1987 film)_1987,1987,3,2,3,4,5,60.0,40.0,20.0,bias
Sadak_1991,1991,2,1,7,10,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Soldier (1998 Indian film)_1998,1998,2,2,6,5,4,50.0,50.0,0.0,non bias
Mera Faisla_1984,1984,2,1,2,3,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Saathi (1991 film)_1991,1991,3,1,6,4,4,75.0,25.0,50.0,bias
Pyaar Koi Khel Nahin_1999,1999,3,3,5,5,6,50.0,50.0,0.0,non bias
Aag Ka Gola_1990,1990,1,3,1,3,4,25.0,75.0,-50.0,bias
Chatpati_1983,1983,2,2,3,7,4,50.0,50.0,0.0,non bias
Parampara (1992 film)_1992,1992,4,3,4,7,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Aao Pyaar Karen (1994 film)_1994,1994,2,2,6,2,4,50.0,50.0,0.0,non bias
Behen Hogi Teri_2017,2017,4,3,4,6,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Do Waqt Ki Roti_1988,1988,0,3,0,7,3,0.0,100.0,-100.0,bias
Jannat 2_2012,2012,7,0,14,0,7,100.0,0.0,100.0,bias
Justice Chaudhury_1983,1983,1,2,6,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Nishana (1980 film)_1980,1980,2,3,5,6,5,40.0,60.0,-20.0,bias
Holi (1984 film)_1984,1984,1,0,4,0,1,100.0,0.0,100.0,bias
Dabangg_2010,2010,6,2,11,4,8,75.0,25.0,50.0,bias
Shiva (1990 film)_1990,1990,3,2,4,4,5,60.0,40.0,20.0,bias
Damadamm!_2011,2011,2,4,2,5,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Saazish (1998 film)_1998,1998,3,2,4,2,5,60.0,40.0,20.0,bias
Hasti_1993,1993,4,3,6,5,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Bobby (1973 film)_1973,1973,3,1,6,4,4,75.0,25.0,50.0,bias
Udhaar Ki Zindagi_1994,1994,3,4,6,6,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Purana Mandir_1984,1984,1,2,1,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Dus Numbri_1976,1976,3,2,6,4,5,60.0,40.0,20.0,bias
Zaalim_1994,1994,3,1,4,2,4,75.0,25.0,50.0,bias
Paramaatma (1994 film)_1994,1994,4,1,12,3,5,80.0,20.0,60.0,bias
Bada Kabutar_1973,1973,1,1,2,8,2,50.0,50.0,0.0,non bias
Apnapan_1977,1977,2,3,3,5,5,40.0,60.0,-20.0,bias
Kayda Kanoon_1993,1993,3,4,7,7,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Ek Main Aur Ekk Tu_2012,2012,7,3,8,7,10,70.0,30.0,40.0,bias
Sanjog (1985 film)_1985,1985,2,4,2,6,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Kahani Ek Chor Ki_1981,1981,3,2,4,4,5,60.0,40.0,20.0,bias
Andolan (1995 film)_1995,1995,3,2,8,7,5,60.0,40.0,20.0,bias
Naach Uthe Sansaar_1976,1976,1,1,6,2,2,50.0,50.0,0.0,non bias
Chor Ke Ghar Chor_1978,1978,2,2,4,2,4,50.0,50.0,0.0,non bias
Kab Tak Chup Rahungi_1988,1988,0,3,0,9,3,0.0,100.0,-100.0,bias
Angoor (1982 film)_1982,1982,1,1,1,2,2,50.0,50.0,0.0,non bias
Mere Dad Ki Maruti_2013,2013,6,1,6,1,7,85.71428571428571,14.285714285714285,71.42857142857142,bias
Hera Pheri (2000 film)_2000,2000,5,3,9,5,8,62.5,37.5,25.0,bias
Kasam Paida Karne Wale Ki_1984,1984,0,2,0,11,2,0.0,100.0,-100.0,bias
Parde Ke Peechey_1971,1971,1,4,4,11,5,20.0,80.0,-60.0,bias
Lal Baadshah_1999,1999,3,4,6,7,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Ishaqzaade_2012,2012,3,3,3,6,6,50.0,50.0,0.0,non bias
Maa Aur Mamta_1970,1970,2,2,4,4,4,50.0,50.0,0.0,non bias
Satyamev Jayate (1987 film)_1987,1987,2,2,2,3,4,50.0,50.0,0.0,non bias
Begunaah_1991,1991,2,3,4,5,5,40.0,60.0,-20.0,bias
Zakhmi Sipahi_1992,1992,2,1,3,2,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Adha Din Adhi Raat_1977,1977,2,2,3,4,4,50.0,50.0,0.0,non bias
Guddu_1995,1995,2,2,11,3,4,50.0,50.0,0.0,non bias
Yeh Faasley_2011,2011,1,1,2,2,2,50.0,50.0,0.0,non bias
Yamraaj (film)_1998,1998,4,3,4,3,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Bandhan (1998 film)_1998,1998,3,3,6,5,6,50.0,50.0,0.0,non bias
Ahsaas_1979,1979,2,2,9,4,4,50.0,50.0,0.0,non bias
Tarana (1979 film)_1979,1979,2,3,2,7,5,40.0,60.0,-20.0,bias
Dedh Ishqiya_2014,2014,6,2,7,3,8,75.0,25.0,50.0,bias
Heera-Moti_1979,1979,2,1,5,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Blood Money (2012 film)_2012,2012,2,0,5,0,2,100.0,0.0,100.0,bias
Happy New Year (2014 film)_2014,2014,10,5,18,8,15,66.66666666666666,33.33333333333333,33.33333333333333,bias
Johny Mera Naam_1970,1970,1,3,3,5,4,25.0,75.0,-50.0,bias
Krantiveer_1994,1994,3,6,6,7,9,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Parasmani_1992,1992,1,2,1,6,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Mera Rakshak_1978,1978,0,1,0,2,1,0.0,100.0,-100.0,bias
Kai Po Che!_2013,2013,1,2,2,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Des Pardes (1978 film)_1978,1978,1,3,5,4,4,25.0,75.0,-50.0,bias
Khwaabb_2014,2014,3,1,3,1,4,75.0,25.0,50.0,bias
Souten_1983,1983,1,3,4,5,4,25.0,75.0,-50.0,bias
Jaanoo_1985,1985,0,2,0,6,2,0.0,100.0,-100.0,bias
Issaq (2013 film)_2013,2013,8,3,11,3,11,72.72727272727273,27.27272727272727,45.45454545454547,bias
Hisss_2010,2010,4,3,6,4,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Pyasa Shaitan_1984,1984,1,2,2,2,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Waiting (2016 film)_2016,2016,3,2,4,3,5,60.0,40.0,20.0,bias
Raja Babu (film)_1994,1994,4,2,4,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Sweetiee Weds NRI_2017,2017,4,2,6,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Aag (1994 film)_1994,1994,4,1,6,3,5,80.0,20.0,60.0,bias
Kismat (1995 film)_1995,1995,3,3,5,5,6,50.0,50.0,0.0,non bias
I Love You (1992 film)_1992,1992,4,2,9,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Moojrim_1970,1970,0,0,0,0,0,,,,bias
Return of Jewel Thief_1996,1996,5,3,6,6,8,62.5,37.5,25.0,bias
Meraa Ghar Mere Bachche_1985,1985,1,4,1,4,5,20.0,80.0,-60.0,bias
Ek Baap Chhe Bete_1978,1978,2,0,5,0,2,100.0,0.0,100.0,bias
Gair (film)_1999,1999,3,4,6,5,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Dav Pech_1989,1989,2,3,6,4,5,40.0,60.0,-20.0,bias
Kala Dhanda Goray Log_1986,1986,0,2,0,2,2,0.0,100.0,-100.0,bias
Sachin: A Billion Dreams_2017,2017,3,0,3,0,3,100.0,0.0,100.0,bias
Kasak (1992 film)_1992,1992,1,4,1,14,5,20.0,80.0,-60.0,bias
Ganga Tera Pani Amrit_1971,1971,1,1,1,3,2,50.0,50.0,0.0,non bias
Pyaar Mohabbat_1988,1988,1,3,1,5,4,25.0,75.0,-50.0,bias
Naseeb (1981 film)_1981,1981,5,4,8,6,9,55.55555555555556,44.44444444444444,11.111111111111114,bias
Kasauti_1974,1974,2,2,3,5,4,50.0,50.0,0.0,non bias
Bodyguard (2011 Hindi film)_2011,2011,4,2,8,6,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Rakhwala_1989,1989,1,2,4,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Dulha Mil Gaya_2010,2010,4,4,6,10,8,50.0,50.0,0.0,non bias
Sanjog (1971 film)_1971,1971,2,2,6,3,4,50.0,50.0,0.0,non bias
Nasihat_1986,1986,3,4,15,13,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Dilliwali Zaalim Girlfriend_2015,2015,5,2,6,3,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Yes Boss (film)_1997,1997,3,1,6,3,4,75.0,25.0,50.0,bias
Do Phool_1973,1973,1,3,2,6,4,25.0,75.0,-50.0,bias
Dil Diwana_1974,1974,2,1,7,5,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Shri Ram Vanvas_1977,1977,3,1,6,12,4,75.0,25.0,50.0,bias
Superman (1987 film)_1987,1987,0,1,0,2,1,0.0,100.0,-100.0,bias
Chauraha_1994,1994,1,4,1,5,5,20.0,80.0,-60.0,bias
Dafaa 302_1975,1975,2,3,4,7,5,40.0,60.0,-20.0,bias
Tohfa Mohabbat Ka_1988,1988,0,4,0,11,4,0.0,100.0,-100.0,bias
Zahreelay_1990,1990,0,3,0,5,3,0.0,100.0,-100.0,bias
Ghar Parivar_1991,1991,3,3,4,5,6,50.0,50.0,0.0,non bias
Rupaye Dus Karod_1991,1991,2,5,3,10,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Pehla Nasha_1993,1993,0,2,0,4,2,0.0,100.0,-100.0,bias
Judaai (1980 film)_1980,1980,2,4,5,6,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Ajnabi Saaya_1998,1998,1,3,4,8,4,25.0,75.0,-50.0,bias
Vardi (film)_1989,1989,2,3,3,3,5,40.0,60.0,-20.0,bias
Badalte Rishtey_1978,1978,3,3,6,4,6,50.0,50.0,0.0,non bias
Dhobi Ghat (film)_2011,2011,2,0,3,0,2,100.0,0.0,100.0,bias
Bombay to Goa_1972,1972,0,1,0,2,1,0.0,100.0,-100.0,bias
Himalay Se Ooncha_1975,1975,1,1,2,4,2,50.0,50.0,0.0,non bias
Ashray_1983,1983,3,2,4,3,5,60.0,40.0,20.0,bias
Agni Sakshi (1996 film)_1996,1996,4,2,4,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Deewana Hoon Pagal Nahi_1998,1998,5,3,8,6,8,62.5,37.5,25.0,bias
China Gate (1998 film)_1998,1998,0,0,0,0,0,,,,bias
Chaahat (1971 film)_1971,1971,2,2,2,4,4,50.0,50.0,0.0,non bias
Do Hanso Ka Joda_1992,1992,2,1,4,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Drohi (1992 film)_1992,1992,2,0,8,0,2,100.0,0.0,100.0,bias
2 States (film)_2014,2014,7,3,8,3,10,70.0,30.0,40.0,bias
Main Tere Liye_1988,1988,2,2,3,4,4,50.0,50.0,0.0,non bias
Wazir (film)_2016,2016,5,1,7,1,6,83.33333333333334,16.666666666666664,66.66666666666669,bias
