MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT,total,male_percent,female_percent,difference,bias
Dil Se Mile Dil_1978,1978,2,2,2,2,4,50.0,50.0,0.0,non bias
Jolly LLB_2013,2013,4,1,5,2,5,80.0,20.0,60.0,bias
Kaala Samrajya_1999,1999,3,2,5,4,5,60.0,40.0,20.0,bias
Sherni_1988,1988,0,3,0,4,3,0.0,100.0,-100.0,bias
Karm Yudh (1985 film)_1985,1985,1,3,1,5,4,25.0,75.0,-50.0,bias
Sanyasi Mera Naam_1999,1999,2,1,5,3,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Aansoo Aur Muskan_1970,1970,3,2,3,3,5,60.0,40.0,20.0,bias
Thodi Thodi Si Manmaaniyan_2017,2017,2,0,2,0,2,100.0,0.0,100.0,bias
Trishul (1978 film)_1978,1978,4,2,8,7,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Ab To Aaja Saajan Mere_1994,1994,0,0,0,0,0,,,,bias
Chunaoti_1980,1980,1,3,1,4,4,25.0,75.0,-50.0,bias
Mazdoor Zindabaad_1976,1976,3,2,7,5,5,60.0,40.0,20.0,bias
Bekaraar_1983,1983,3,2,4,5,5,60.0,40.0,20.0,bias
Kohraam_1991,1991,2,5,3,9,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Mad About Dance_2014,2014,3,0,5,0,3,100.0,0.0,100.0,bias
Life Mein Twist Hai_2014,2014,2,1,3,1,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Do Anjaane_1976,1976,1,1,2,2,2,50.0,50.0,0.0,non bias
Batwara_1989,1989,1,4,1,11,5,20.0,80.0,-60.0,bias
Silsila (1981 film)_1981,1981,3,2,7,7,5,60.0,40.0,20.0,bias
Izzat (1991 film)_1991,1991,2,2,2,2,4,50.0,50.0,0.0,non bias
Parivaar (1987 film)_1987,1987,3,3,4,10,6,50.0,50.0,0.0,non bias
Saheb Biwi Aur Gangster Returns_2013,2013,2,2,2,2,4,50.0,50.0,0.0,non bias
Son Of Sardaar_2012,2012,7,1,12,1,8,87.5,12.5,75.0,bias
Himmat Aur Mehanat_1987,1987,1,1,2,5,2,50.0,50.0,0.0,non bias
Mera Naam Joker_1970,1970,4,1,6,1,5,80.0,20.0,60.0,bias
Crook (film)_2010,2010,5,2,6,3,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Aag Hi Aag_1987,1987,1,2,1,6,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Sapnon Ka Mandir_1991,1991,0,4,0,5,4,0.0,100.0,-100.0,bias
Jai Jawaan Jai Kisaan (Film)_2015,2015,2,0,2,0,2,100.0,0.0,100.0,bias
Race 2_2013,2013,6,5,21,10,11,54.54545454545454,45.45454545454545,9.090909090909086,non bias
Kabhi Haan Kabhi Naa_1993,1993,2,3,6,5,5,40.0,60.0,-20.0,bias
Qayamat_1983,1983,0,1,0,4,1,0.0,100.0,-100.0,bias
Gopalaa_1994,1994,1,4,3,7,5,20.0,80.0,-60.0,bias
Kambakkht Ishq_2009,2009,3,4,3,6,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Tejaa_1990,1990,0,3,0,6,3,0.0,100.0,-100.0,bias
Ek Hi Raasta (1993 film)_1993,1993,3,2,5,2,5,60.0,40.0,20.0,bias
Zehreela Insaan_1974,1974,2,2,3,2,4,50.0,50.0,0.0,non bias
Khuda Kasam (1981 film)_1981,1981,1,3,3,10,4,25.0,75.0,-50.0,bias
Do Sholay_1977,1977,1,1,6,2,2,50.0,50.0,0.0,non bias
Harjaee_1981,1981,2,2,6,3,4,50.0,50.0,0.0,non bias
Be-Imaan (1972 film)_1972,1972,4,3,6,5,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Disco Dancer (1982 film)_1982,1982,3,4,5,4,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Jaani Dushman_1979,1979,2,3,3,3,5,40.0,60.0,-20.0,bias
Gaman_1978,1978,2,2,2,2,4,50.0,50.0,0.0,non bias
Hum Hain Rahi Pyar Ke_1993,1993,1,2,4,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Zakhm (1989 film)_1989,1989,1,2,3,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Major Saab_1998,1998,4,3,7,4,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Aur Ek Prem Kahani_1996,1996,2,1,2,3,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Anjane Mein_1978,1978,1,3,4,5,4,25.0,75.0,-50.0,bias
Pasand Apni Apni_1983,1983,1,1,1,4,2,50.0,50.0,0.0,non bias
Surakshaa_1979,1979,3,3,7,3,6,50.0,50.0,0.0,non bias
Hind Ka Napak Ko Jawab: MSG Lion Heart 2_2017,2017,2,0,5,0,2,100.0,0.0,100.0,bias
Sadma_1983,1983,3,2,6,4,5,60.0,40.0,20.0,bias
Banjaran_1991,1991,2,4,2,9,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Sohni Mahiwal (1984 film)_1984,1984,0,2,0,6,2,0.0,100.0,-100.0,bias
Nasha (film)_2013,2013,2,3,2,3,5,40.0,60.0,-20.0,bias
Jeene Do_1990,1990,1,3,2,6,4,25.0,75.0,-50.0,bias
Dil Ka Raja_1972,1972,2,1,9,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Jaise Ko Taisa_1973,1973,1,2,5,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Biwi No.1_1999,1999,7,4,9,6,11,63.63636363636363,36.36363636363637,27.272727272727266,bias
Adhikar (1971 film)_1971,1971,3,1,4,3,4,75.0,25.0,50.0,bias
Main Tulsi Tere Aangan Ki_1978,1978,1,5,1,8,6,16.666666666666664,83.33333333333334,-66.66666666666669,bias
Prahaar: The Final Attack_1991,1991,2,2,3,2,4,50.0,50.0,0.0,non bias
Hum Hain Bemisaal_1994,1994,3,3,3,4,6,50.0,50.0,0.0,non bias
Pyar Ka Karz_1990,1990,1,4,5,9,5,20.0,80.0,-60.0,bias
Mukti (1977 film)_1977,1977,3,2,5,3,5,60.0,40.0,20.0,bias
Aashiqui.in_2011,2011,1,0,15,0,1,100.0,0.0,100.0,bias
Shehzada_1972,1972,3,1,9,5,4,75.0,25.0,50.0,bias
Madam X (1994 film)_1994,1994,1,2,2,6,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Youngistaan_2014,2014,3,1,5,2,4,75.0,25.0,50.0,bias
ChaalBaaz_1989,1989,3,2,4,7,5,60.0,40.0,20.0,bias
Dil Hi To Hai_1992,1992,2,5,7,7,7,28.57142857142857,71.42857142857143,-42.85714285714286,bias
Swarg_1990,1990,1,2,1,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Jyoti (1981 film)_1981,1981,1,1,1,4,2,50.0,50.0,0.0,non bias
Mausam (1976 film)_1975,1975,0,2,0,4,2,0.0,100.0,-100.0,bias
Main Aur Mera Haathi_1981,1981,1,2,3,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Loafer (1996 film)_1996,1996,2,3,6,5,5,40.0,60.0,-20.0,bias
Teesri Aankh_1982,1982,3,3,6,6,6,50.0,50.0,0.0,non bias
Kartoos_1999,1999,3,1,9,2,4,75.0,25.0,50.0,bias
Prem (film)_1995,1995,0,1,0,7,1,0.0,100.0,-100.0,bias
Umar Qaid_1975,1975,4,2,4,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Inteqam_2001,2001,1,1,2,6,2,50.0,50.0,0.0,non bias
Roohi (1981 Film)_1981,1981,0,1,0,2,1,0.0,100.0,-100.0,bias
Aakrosh (2010 film)_2010,2010,4,2,4,4,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Do Chehere_1977,1977,4,3,5,9,7,57.14285714285714,42.857142857142854,14.285714285714285,bias
Jheel Ke Us Paar_1973,1973,1,2,2,5,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Balwaan_1992,1992,2,2,2,4,4,50.0,50.0,0.0,non bias
Bbuddah... Hoga Terra Baap_2011,2011,3,2,6,2,5,60.0,40.0,20.0,bias
Diljalaa_1987,1987,1,2,3,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Mr. Azaad_1994,1994,4,2,9,5,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Choron Ki Baaraat_1980,1980,3,1,4,2,4,75.0,25.0,50.0,bias
Mumbai 125 KM 3D_2014,2014,2,2,2,2,4,50.0,50.0,0.0,non bias
Shortcut Safari_2016,2016,3,1,4,1,4,75.0,25.0,50.0,bias
Zilla Ghaziabad_2013,2013,3,3,4,3,6,50.0,50.0,0.0,non bias
Ek Khiladi Bawan Pattey_1972,1972,0,1,0,8,1,0.0,100.0,-100.0,bias
Sangram (1993 film)_1993,1993,1,3,4,8,4,25.0,75.0,-50.0,bias
Aaj Ka Dada_1985,1985,1,2,4,3,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Aadmi Sadak Ka_1977,1977,3,2,5,2,5,60.0,40.0,20.0,bias
Do Nambar Ke Amir_1974,1974,1,1,1,4,2,50.0,50.0,0.0,non bias
Angaare_1977,1977,2,2,5,5,4,50.0,50.0,0.0,non bias
Darr (1993 film)_1993,1993,4,4,5,8,8,50.0,50.0,0.0,non bias
Iski Topi Uske Sarr_1998,1998,5,2,6,2,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Ram Aur Shyam_1996,1996,1,0,2,0,1,100.0,0.0,100.0,bias
Abodh_1984,1984,2,1,5,9,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
The Legend of Michael Mishra_2016,2016,1,1,1,1,2,50.0,50.0,0.0,non bias
Aatish: Feel the Fire_1994,1994,3,3,8,7,6,50.0,50.0,0.0,non bias
Fareb_1983,1983,3,2,6,5,5,60.0,40.0,20.0,bias
Sitara (film)_1980,1980,0,3,0,10,3,0.0,100.0,-100.0,bias
Purab Aur Paschim_1970,1970,4,2,9,2,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Henna (film)_1991,1991,3,1,5,6,4,75.0,25.0,50.0,bias
Ankhon Dekhi_2014,2014,2,0,4,0,2,100.0,0.0,100.0,bias
Jawan Mohabbat_1971,1971,1,2,6,4,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Awam (film)_1987,1987,1,1,2,2,2,50.0,50.0,0.0,non bias
Swarg Jaisaa Ghar_1991,1991,2,4,3,8,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Jeene Nahi Doonga_1984,1984,0,3,0,7,3,0.0,100.0,-100.0,bias
Ustadi Ustad Se_1981,1981,0,0,0,0,0,,,,bias
Kaarnama_1990,1990,0,3,0,7,3,0.0,100.0,-100.0,bias
Dil (1990 film)_1990,1990,2,3,6,6,5,40.0,60.0,-20.0,bias
Gaai Aur Gori_1973,1973,1,2,4,6,3,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Diwangi Ne Had Kar Di_2010,2010,2,2,3,3,4,50.0,50.0,0.0,non bias
Sonali Cable_2014,2014,2,2,4,2,4,50.0,50.0,0.0,non bias
Not a Love Story (2011 film)_2011,2011,0,1,0,1,1,0.0,100.0,-100.0,bias
Purani Haveli (film)_1989,1989,1,1,4,2,2,50.0,50.0,0.0,non bias
Jeevan Jyoti (1976 film)_1976,1976,1,3,2,5,4,25.0,75.0,-50.0,bias
Prem Deewane_1992,1992,3,4,6,8,7,42.857142857142854,57.14285714285714,-14.285714285714285,bias
Kishen Kanhaiya_1990,1990,1,4,1,7,5,20.0,80.0,-60.0,bias
Kshatriya (film)_1993,1993,0,4,0,4,4,0.0,100.0,-100.0,bias
Ishq Ishq Ishq_1974,1974,1,1,7,5,2,50.0,50.0,0.0,non bias
Insaniyat Ke Dushman_1987,1987,1,1,3,3,2,50.0,50.0,0.0,non bias
Teen Thay Bhai_2011,2011,3,0,13,0,3,100.0,0.0,100.0,bias
Sanam Teri Kasam (1982 film)_1982,1982,2,1,9,4,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Elaan (1971 film)_1971,1971,1,3,1,7,4,25.0,75.0,-50.0,bias
Daud (film)_1997,1997,7,4,7,6,11,63.63636363636363,36.36363636363637,27.272727272727266,bias
Kaminey_2009,2009,7,2,12,4,9,77.77777777777779,22.22222222222222,55.555555555555564,bias
Delhi Safari_2012,2012,3,3,5,3,6,50.0,50.0,0.0,non bias
Aakhree Raasta (1986 film)_1986,1986,0,2,0,4,2,0.0,100.0,-100.0,bias
Raaste Kaa Patthar_1972,1972,2,1,4,6,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Aaj Ka Arjun_1990,1990,2,4,2,8,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Aakraman_1975,1975,2,2,6,2,4,50.0,50.0,0.0,non bias
Aashiana_1974,1974,2,1,5,2,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Saheb Biwi Aur Gangster_2011,2011,4,2,4,2,6,66.66666666666666,33.33333333333333,33.33333333333333,bias
Aunty No. 1_1998,1998,2,3,4,5,5,40.0,60.0,-20.0,bias
Happy Ending (film)_2014,2014,5,3,5,3,8,62.5,37.5,25.0,bias
Kaun Sachcha Kaun Jhootha_1997,1997,1,1,3,1,2,50.0,50.0,0.0,non bias
A Flying Jatt_2016,2016,5,3,6,3,8,62.5,37.5,25.0,bias
Khatta Meetha (2010 film)_2010,2010,5,2,7,3,7,71.42857142857143,28.57142857142857,42.85714285714286,bias
Gangvaa_1984,1984,2,2,4,3,4,50.0,50.0,0.0,non bias
Jhoota Kahin Ka_1979,1979,2,1,5,5,3,66.66666666666666,33.33333333333333,33.33333333333333,bias
Ghar Ki Laaj_1993,1993,3,1,6,2,4,75.0,25.0,50.0,bias
Chandra Mukhi_1993,1993,3,3,6,5,6,50.0,50.0,0.0,non bias
Jai Bangladesh_1971,1971,2,4,4,8,6,33.33333333333333,66.66666666666666,-33.33333333333333,bias
Cinema Cinema_1979,1979,0,0,0,0,0,,,,bias
